1.1849 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
4.4765 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
4.8691 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001A43B4D5040>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001A43B2477F0>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
4.8695 	EXP 	window1: mouseVisible = True
4.8695 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
4.8695 	EXP 	window1: recordFrameIntervals = False
4.9382 	EXP 	window1: recordFrameIntervals = True
5.0147 	EXP 	Screen (0) actual frame rate measured at 143.44Hz
5.0147 	EXP 	window1: recordFrameIntervals = False
6.5557 	EXP 	window1: mouseVisible = True
6.5600 	EXP 	Imported informationletter.csv as conditions, 12 conditions, 13 params
6.5606 	EXP 	Question text: Information Letter
6.5880 	EXP 	Question text: Project Title: It's All Fun and Pranks
6.6201 	EXP 	Question text: Faculty Investigator: Dr. Chris Burris, Psychology (St. Jerome's). 519-884-8111x28213 (cburris@uwaterloo.ca)
6.6609 	EXP 	Question text: Student Investigator: Maya Karmakar-Johnson, Psychology (mkarmaka@uwaterloo.ca)
6.6681 	EXP 	Question text: This online research is being conducted as part of the Student Investigator's undergraduate honours thesis. It focuses on how people react to pranking behaviour and factors that affect those reactions.
